subid,sent.len,timestamp,word.len,rt,keypress,correct
131dd3c2fa663e4dff12e0e2b6fd1b46,24,18-Nov-2006 11:06:01,8,0.652,2,0
131dd3c2fa663e4dff12e0e2b6fd1b46,24,18-Nov-2006 11:06:06,8,0.621,1,0
131dd3c2fa663e4dff12e0e2b6fd1b46,24,18-Nov-2006 11:06:10,8,0.543,1,1
131dd3c2fa663e4dff12e0e2b6fd1b46,24,18-Nov-2006 11:06:14,4,0.5670000000000001,2,1
131dd3c2fa663e4dff12e0e2b6fd1b46,24,18-Nov-2006 11:06:19,8,0.369,2,0
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:01:10,8,0.201,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:01:14,4,0.6709999999999999,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:01:18,4,0.9400000000000001,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:01:23,6,0.531,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:01:31,8,4.361,1,0
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:01:35,4,0.37,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:01:40,8,0.761,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:01:45,6,1.056,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:01:51,8,1.612,1,0
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:01:55,6,0.504,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:02:04,6,5.1899999999999995,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:02:08,4,0.353,1,0
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:02:14,8,1.326,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:02:19,6,1.085,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:02:25,8,2.385,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:02:39,4,10.18,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:02:43,6,0.23600000000000002,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:02:47,4,0.733,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:02:53,8,1.008,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:02:58,6,1.6300000000000001,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:03:13,6,10.785,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:03:18,8,1.332,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:03:22,4,0.627,2,0
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:03:26,4,0.226,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:03:32,6,2.286,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:03:37,8,0.15600000000000003,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:03:44,8,2.641,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:03:48,4,0.8580000000000001,1,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:03:52,4,0.47100000000000003,2,1
453560d8b69055edec2be7daaf9f693f,6,18-Nov-2006 13:03:57,8,0.8180000000000001,1,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:25:58,8,0.7839999999999999,1,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:26:03,8,0.984,2,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:26:08,6,0.48400000000000004,1,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:26:13,8,1.102,1,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:26:17,4,0.5680000000000001,1,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:26:22,8,0.763,2,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:26:28,4,2.1919999999999997,1,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:26:32,6,0.764,1,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:26:36,6,0.457,2,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:26:41,8,0.639,1,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:26:50,4,5.591,2,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:26:55,6,0.352,2,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:00,6,1.391,1,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:04,4,0.967,2,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:09,4,1.568,1,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:14,8,0.764,2,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:19,8,0.48100000000000004,1,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:24,8,0.926,1,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:29,6,0.52,2,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:33,6,0.446,1,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:41,6,3.8689999999999998,1,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:46,8,0.252,1,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:54,8,4.452,1,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:27:59,4,0.8460000000000001,2,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:28:03,4,0.8230000000000001,2,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:28:08,8,0.8370000000000001,2,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:28:13,6,1.055,1,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:28:20,8,2.4659999999999997,2,1
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:28:24,6,0.387,2,0
a5fb9d7117e3a561b7871a2f9d162ab4,3,18-Nov-2006 13:28:29,8,0.387,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 13:59:06,4,2.4709999999999996,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 13:59:13,6,3.102,2,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 13:59:20,8,2.286,2,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 13:59:25,6,1.982,2,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 13:59:31,8,1.4409999999999998,2,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 13:59:36,4,1.956,2,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 13:59:41,4,0.754,2,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 13:59:46,8,0.929,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 13:59:52,4,2.607,2,0
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 13:59:56,4,0.7889999999999999,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:02,6,1.9009999999999998,1,0
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:07,8,1.285,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:13,6,1.691,1,0
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:18,6,0.997,1,0
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:25,8,2.8109999999999995,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:30,6,1.122,2,0
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:34,6,0.533,1,0
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:38,4,0.915,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:43,8,0.28400000000000003,1,0
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:49,6,1.785,2,0
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:53,4,1.285,2,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:00:57,4,0.47100000000000003,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:01:05,8,3.049,1,0
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:01:09,8,0.185,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:01:15,6,2.3209999999999997,1,0
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:01:21,8,1.375,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:01:26,6,0.753,2,0
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:01:30,4,0.8740000000000001,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:01:35,8,0.402,1,1
e9b6302d5da5817bf26d4516d908755a,24,18-Nov-2006 14:01:40,8,1.119,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:09:19,4,0.8690000000000001,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:09:24,6,1.157,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:09:28,4,0.71,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:09:34,8,1.492,2,0
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:09:39,8,0.717,1,0
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:09:44,4,1.834,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:09:49,6,0.8330000000000001,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:09:54,6,1.113,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:09:58,4,0.885,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:03,8,1.1460000000000001,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:09,4,2.388,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:14,6,1.357,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:19,6,0.6649999999999999,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:24,6,1.349,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:28,4,0.892,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:33,8,0.5660000000000001,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:38,6,1.4389999999999998,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:43,4,0.906,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:46,4,0.546,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:50,4,0.372,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:10:55,8,0.383,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:11:00,8,0.581,1,0
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:11:04,4,1.329,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:11:09,4,0.8710000000000001,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:11:13,4,0.8420000000000001,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:11:18,6,0.883,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:11:23,8,1.106,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:11:27,4,0.7849999999999999,2,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:11:33,4,2.5919999999999996,1,1
ca3ddface63ddc3bd0746b49bf43ab1f,6,18-Nov-2006 15:11:39,8,1.125,2,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:02:28,6,1.367,1,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:02:33,8,0.8540000000000001,2,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:02:38,4,1.528,1,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:02:44,8,1.784,2,0
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:02:48,6,0.688,1,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:02:53,6,0.582,1,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:03:03,6,6.066,2,0
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:03:07,6,0.598,1,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:03:12,8,0.43000000000000005,1,0
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:03:17,4,1.8940000000000001,2,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:03:25,8,3.3169999999999997,1,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:03:30,4,1.566,1,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:03:34,6,0.7919999999999999,2,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:03:39,4,0.765,2,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:03:43,4,1.4829999999999999,1,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:03:49,8,1.24,1,0
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:03:57,8,3.8719999999999994,1,0
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:04:02,6,0.53,2,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:04:08,4,3.4659999999999997,2,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:04:14,6,1.315,2,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:04:19,8,0.914,1,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:04:26,8,2.4899999999999998,1,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:04:30,6,0.931,2,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:04:38,8,2.949,2,0
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:04:43,8,0.617,1,0
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:04:49,8,2.3509999999999995,2,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:04:55,4,2.324,1,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:05:02,4,3.364,1,0
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:05:11,8,5.109999999999999,2,1
bcec612d0ab17057d9ed31947bb0c074,4,18-Nov-2006 16:05:16,6,0.6789999999999999,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:55:08,6,3.794,1,0
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:55:13,8,0.53,2,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:55:29,6,11.647999999999998,2,0
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:55:35,8,2.139,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:55:39,4,0.392,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:55:46,8,2.8089999999999997,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:55:50,6,0.443,2,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:55:55,8,0.6719999999999999,2,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:56:03,4,4.5,2,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:56:11,4,4.4750000000000005,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:56:16,8,0.51,2,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:56:20,6,0.467,2,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:56:26,8,1.346,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:56:38,4,8.356000000000002,1,0
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:56:45,4,3.9859999999999998,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:56:50,6,0.8460000000000001,1,0
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:56:58,4,5.679,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:57:05,4,3.568,2,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:57:15,4,5.685,2,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:57:21,6,2.2270000000000003,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:57:25,6,0.33599999999999997,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:57:38,4,9.525,1,0
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:57:44,8,1.854,2,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:57:48,6,0.15800000000000003,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:57:53,4,1.3940000000000001,2,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:57:57,6,0.48000000000000004,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:58:07,4,6.389,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:58:11,6,0.508,2,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:58:17,8,1.412,1,1
ac1c3887cd0983ba47e4983bf6bccfb0,2,18-Nov-2006 16:58:22,4,1.555,2,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:28:57,6,0.14800000000000002,-1,0
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:05,4,3.542,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:08,6,0.092,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:13,8,0.497,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:18,6,0.305,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:21,4,0.47100000000000003,2,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:26,8,0.037,2,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:29,4,0.29600000000000004,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:33,4,0.28900000000000003,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:37,6,0.227,1,0
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:42,8,0.21900000000000003,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:47,6,1.4069999999999998,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:51,6,0.17600000000000002,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:55,6,0.125,2,0
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:29:59,6,0.203,1,0
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:03,8,0.12300000000000001,2,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:08,6,0.35,2,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:11,4,0.324,2,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:16,6,0.262,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:19,4,0.403,2,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:23,4,0.504,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:27,6,0.23800000000000002,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:31,6,0.17600000000000002,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:36,8,0.14900000000000002,2,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:40,6,0.267,1,0
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:44,4,0.695,1,0
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:48,8,0.043000000000000003,2,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:52,4,0.62,1,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:30:56,4,0.358,2,1
05d96e97706e881f2cea7da2a73f885c,1,18-Nov-2006 17:31:00,6,0.16,1,0
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:12:01,4,2.9579999999999997,2,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:12:06,4,1.872,2,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:12:12,6,2.299,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:12:20,4,4.606999999999999,2,0
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:12:26,8,1.349,1,0
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:12:30,4,1.05,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:12:38,6,3.792,1,0
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:12:44,8,1.781,1,0
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:12:49,6,1.159,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:12:56,4,3.751,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:13:03,6,2.9919999999999995,2,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:13:09,8,1.323,1,0
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:13:14,4,2.275,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:13:19,6,0.985,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:13:26,8,2.542,1,0
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:13:31,6,1.338,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:13:35,4,0.999,2,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:13:40,8,0.6839999999999999,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:13:48,8,2.82,1,0
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:13:53,6,1.452,1,0
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:14:01,8,3.4389999999999996,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:14:07,4,2.547,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:14:12,8,1.4489999999999998,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:14:18,6,1.352,1,0
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:14:25,6,3.8139999999999996,2,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:14:32,8,2.3509999999999995,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:14:36,4,0.29800000000000004,1,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:14:42,8,2.501,2,1
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:14:49,8,2.104,2,0
9c8871f633f125431b2a4026507951db,24,25-Nov-2006 11:14:54,6,1.248,1,0
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:57:59,8,1.167,2,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:58:06,4,3.8449999999999998,2,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:58:14,8,3.296,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:58:24,8,6.17,2,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:58:30,6,1.255,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:58:35,6,1.679,1,0
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:58:40,8,0.915,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:58:47,6,3.025,1,0
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:58:53,8,1.082,1,0
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:59:00,6,3.01,1,0
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:59:04,6,0.457,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:59:11,4,3.272,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:59:15,6,0.724,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:59:20,6,0.607,1,0
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:59:28,4,5.324999999999999,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:59:33,8,0.62,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:59:41,8,3.103,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:59:45,4,0.8400000000000001,1,0
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:59:50,6,1.373,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 13:59:55,8,0.994,2,0
7f877a005d1403df089201f656466814,12,25-Nov-2006 14:00:02,6,2.8119999999999994,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 14:00:07,8,0.965,2,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 14:00:14,6,3.0709999999999997,1,0
7f877a005d1403df089201f656466814,12,25-Nov-2006 14:00:19,8,0.616,2,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 14:00:25,4,1.845,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 14:00:31,8,1.607,2,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 14:00:36,6,1.191,1,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 14:00:40,4,0.804,2,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 14:00:44,8,0.33299999999999996,2,1
7f877a005d1403df089201f656466814,12,25-Nov-2006 14:00:51,4,3.201,2,1
16f30346913b35fa1773fa2a4665abe1,6,25-Nov-2006 15:46:13,4,0.881,2,1
16f30346913b35fa1773fa2a4665abe1,6,25-Nov-2006 15:46:17,4,0.6609999999999999,1,1
16f30346913b35fa1773fa2a4665abe1,6,25-Nov-2006 15:46:21,6,0.5670000000000001,1,1
