subid,sent.len,timestamp,word.len,rt,keypress,correct
a9eb9cb83a986b5dca9e9da0bec5c2c4,8,27-Sep-2006 10:46:20,4,2.041,1,1
a9eb9cb83a986b5dca9e9da0bec5c2c4,8,27-Sep-2006 10:46:26,6,1.8900000000000001,1,1
a9eb9cb83a986b5dca9e9da0bec5c2c4,8,27-Sep-2006 10:46:31,8,0.593,1,1
a9eb9cb83a986b5dca9e9da0bec5c2c4,8,27-Sep-2006 10:46:45,8,9.575000000000001,2,0
a9eb9cb83a986b5dca9e9da0bec5c2c4,8,27-Sep-2006 10:46:49,6,0.729,2,1
a9eb9cb83a986b5dca9e9da0bec5c2c4,8,27-Sep-2006 10:46:54,8,0.654,2,1
a9eb9cb83a986b5dca9e9da0bec5c2c4,8,27-Sep-2006 10:47:01,8,2.368,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:08:15,4,4.598,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:08:21,6,1.958,1,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:08:26,4,1.565,1,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:08:32,8,1.1700000000000002,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:08:37,8,0.908,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:08:44,4,4.183,1,0
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:08:49,6,0.696,1,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:08:55,8,1.4569999999999999,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:09:00,4,1.509,1,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:09:06,8,2.253,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:09:13,8,2.3909999999999996,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:09:18,8,0.882,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:09:23,6,0.8370000000000001,1,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:09:30,4,3.586,1,0
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:09:35,8,0.736,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:09:40,8,0.42000000000000004,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:09:44,6,0.742,2,0
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:09:50,8,0.8750000000000001,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:09:55,8,0.8520000000000001,1,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:10:00,4,1.764,1,0
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:10:05,8,0.737,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:10:11,6,2.124,1,0
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:10:17,8,1.53,1,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:10:22,8,0.504,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:10:28,8,2.017,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:10:34,8,2.027,1,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:10:41,8,1.8800000000000001,1,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:10:45,4,1.321,1,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:10:50,6,0.91,2,1
bf8e283a38bafb300ae56ecbea21b73f,4,29-Sep-2006 12:11:01,4,8.079,1,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:28:50,8,10.174,2,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:28:54,4,0.8440000000000001,2,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:28:58,6,0.557,1,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:29:04,8,0.7919999999999999,1,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:29:10,6,2.5759999999999996,1,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:29:15,6,1.4249999999999998,1,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:29:24,4,5.361999999999999,2,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:29:29,6,1.248,2,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:29:35,8,1.361,1,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:29:39,4,0.696,1,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:29:44,8,1.014,1,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:29:49,8,0.778,2,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:29:53,4,0.42000000000000004,1,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:29:58,6,1.254,1,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:30:03,6,0.5730000000000001,2,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:30:10,4,4.4639999999999995,2,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:30:15,8,0.33099999999999996,1,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:30:20,6,0.718,2,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:30:25,8,0.589,2,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:30:29,4,1.002,2,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:30:34,8,0.502,1,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:30:40,6,2.753,2,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:30:48,4,4.0249999999999995,2,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:30:53,6,1.21,2,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:30:57,4,1.094,1,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:31:04,6,2.913,2,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:31:12,6,3.605,1,1
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:31:17,8,0.745,1,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:31:24,4,4.127999999999999,1,0
c93f6eaa1ccd0bf66ac527da41469c30,6,03-Oct-2006 10:31:29,4,2.064,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:58:07,4,4.25,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:58:12,6,0.761,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:58:23,4,7.8790000000000004,1,0
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:58:29,8,1.543,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:58:33,4,0.5760000000000001,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:58:37,6,0.377,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:58:42,4,1.593,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:58:47,8,0.606,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:58:55,6,3.8909999999999996,1,0
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:00,8,0.48700000000000004,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:05,8,0.519,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:10,6,1.7,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:16,8,1.4209999999999998,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:21,6,1.554,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:25,6,0.201,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:30,6,0.926,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:35,8,0.29000000000000004,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:39,4,0.548,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:44,8,0.56,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:48,4,0.73,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:54,8,1.695,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 12:59:59,8,0.55,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 13:00:03,8,0.115,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 13:00:07,4,0.24300000000000002,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 13:00:12,6,1.2249999999999999,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 13:00:16,4,0.271,2,0
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 13:00:20,6,0.29300000000000004,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 13:00:26,8,1.551,2,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 13:00:30,6,0.451,1,1
91abbb4d5f4c319a03da79e587f461ab,3,03-Oct-2006 13:00:34,6,0.33899999999999997,1,0
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:37:33,6,2.0109999999999997,1,0
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:37:37,8,0.17400000000000002,1,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:37:41,4,0.10300000000000001,1,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:37:46,8,0.613,2,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:37:51,6,1.7369999999999999,2,0
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:37:56,8,0.36,2,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:00,6,0.10300000000000001,1,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:05,8,0.636,2,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:09,4,1.078,1,0
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:14,6,0.967,1,0
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:19,8,0.10800000000000001,1,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:25,6,2.5319999999999996,2,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:30,6,1.374,2,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:38,8,3.005,1,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:42,4,1.049,1,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:45,4,0.114,1,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:50,6,1.082,2,0
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:38:56,8,1.569,2,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:02,6,1.883,1,0
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:07,8,0.692,2,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:11,4,0.747,2,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:16,4,1.1840000000000002,1,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:21,8,0.934,1,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:26,8,0.6839999999999999,2,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:32,6,2.2,2,0
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:37,4,1.143,2,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:41,4,0.884,1,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:45,4,1.1720000000000002,1,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:50,6,1.2229999999999999,2,1
98c75649d2d6233f9312d652badb2195,24,29-Oct-2006 15:39:54,4,0.733,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:31:17,8,0.129,2,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:31:22,4,1.047,2,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:31:28,6,0.502,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:31:34,8,0.28200000000000003,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:31:39,6,0.606,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:31:46,8,1.511,2,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:31:52,6,0.883,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:31:59,4,3.3129999999999997,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:32:07,8,2.093,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:32:13,4,1.645,2,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:32:21,4,3.5389999999999997,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:32:28,8,2.0309999999999997,1,0
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:32:38,8,3.8739999999999997,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:32:48,4,4.563,-1,0
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:32:54,6,1.366,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:33:01,4,2.8819999999999997,2,0
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:33:07,6,0.737,-1,0
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:33:14,8,0.726,2,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:33:25,6,6.606999999999999,2,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:33:35,6,5.361,1,0
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:33:43,4,3.3749999999999996,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:33:48,6,0.229,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:33:56,4,3.3149999999999995,1,0
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:34:07,6,6.671,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:34:14,4,2.781,2,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:34:22,4,2.8409999999999997,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:34:28,8,0.996,2,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:34:34,4,1.976,1,0
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:34:43,6,3.665,1,1
c1f5ea7ab406a6cdc95e661a6889d84a,1,29-Oct-2006 15:34:53,6,4.711,2,0
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:25:14,8,0.694,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:25:19,6,0.383,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:25:25,4,1.292,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:25:30,8,0.201,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:25:36,6,0.39,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:25:41,4,0.719,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:25:46,6,0.301,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:25:51,4,0.348,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:25:56,4,0.548,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:26:01,6,0.493,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:26:06,4,0.274,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:26:11,8,0.455,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:26:17,6,0.97,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:26:23,6,1.1880000000000002,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:26:29,8,0.593,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:26:35,4,1.019,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:26:41,8,1.153,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:26:47,6,1.108,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:26:55,8,1.774,2,0
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:26:59,4,0.452,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:27:06,8,1.502,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:27:13,8,0.965,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:27:18,6,0.587,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:27:24,4,1.122,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:27:29,8,0.165,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:27:36,4,1.685,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:27:41,6,0.551,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:27:46,6,0.457,2,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:27:52,8,0.444,1,1
99c1199c41111562988ba7f4ddb28012,1,29-Oct-2006 11:27:57,4,0.522,2,1
a284a8586e7ca454ac872858e7a926f7,12,29-Oct-2006 11:37:46,8,0.17900000000000002,2,1
a284a8586e7ca454ac872858e7a926f7,12,29-Oct-2006 11:37:52,6,0.927,1,0
