subid,n.types,timestamp,word.len,rt,keypress,correct
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:34:23,6,0.916,2,1
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:34:27,8,0.357,2,1
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:34:32,4,1.842,2,1
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:34:48,8,11.119,2,0
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:34:52,4,0.711,2,1
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:35:04,8,8.001,2,0
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:35:09,6,1.008,1,0
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:35:15,8,0.7889999999999999,2,1
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:35:25,6,6.663999999999999,1,0
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:35:33,8,3.102,2,1
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:36:05,4,28.631000000000004,1,1
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:36:10,6,1.505,2,1
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:36:15,8,0.766,1,1
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:36:27,6,7.6129999999999995,2,0
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:36:44,4,14.129,1,0
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:36:51,6,2.631,2,0
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:37:00,8,4.643,1,1
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:37:13,6,9.792,2,0
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:37:17,4,0.713,2,0
da14fcd334ee1c38931bb45dc65c223f,3,26-Jul-2007 14:37:23,8,0.766,1,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:31:04,4,8.703999999999999,1,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:31:17,8,7.531000000000001,2,0
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:31:30,6,9.411,2,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:31:36,4,2.7119999999999997,2,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:32:05,6,24.944999999999997,2,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:32:16,4,7.826999999999999,2,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:32:26,8,5.763,1,0
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:32:36,6,6.189,2,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:33:08,8,27.2,2,0
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:33:13,4,1.637,1,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:33:24,6,6.626999999999999,1,0
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:33:47,8,19.479999999999997,2,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:34:13,6,21.672,2,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:34:19,4,2.726,2,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:34:37,8,13.123,1,0
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:34:42,4,2.4749999999999996,2,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:34:59,6,12.305000000000001,1,0
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:35:04,4,1.803,1,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:35:18,8,10.126,1,0
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:35:44,8,21.741999999999997,1,0
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:35:51,6,2.8099999999999996,1,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:35:57,4,2.073,1,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:36:08,8,7.44,1,0
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:36:22,6,9.373000000000001,1,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:36:29,4,3.603,2,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:36:36,8,3.3419999999999996,2,0
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:36:42,4,1.858,1,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:36:55,4,10.516,1,1
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:37:14,8,13.894,1,0
43fa0edab4b13fe39990f7369eccec85,6,29-Jul-2007 10:37:21,6,3.18,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:17:37,4,1.751,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:17:43,6,1.095,2,0
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:17:47,4,0.8630000000000001,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:17:52,4,1.328,2,0
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:17:57,8,0.803,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:01,6,0.748,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:07,8,1.038,2,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:12,4,1.5,1,0
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:17,6,1.693,2,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:22,8,0.47400000000000003,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:28,6,1.6600000000000001,2,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:33,4,1.828,2,0
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:37,4,0.9440000000000001,2,0
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:42,8,0.449,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:47,8,0.396,2,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:54,8,2.9949999999999997,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:18:59,8,0.587,2,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:19:04,6,0.443,2,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:19:10,8,2.0109999999999997,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:19:14,4,0.917,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:19:19,6,0.6739999999999999,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:19:24,4,1.9189999999999998,2,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:19:29,4,1.4029999999999998,2,0
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:19:35,8,1.226,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:19:39,6,0.491,2,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:19:44,8,0.518,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:19:49,4,1.3960000000000001,2,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:19:54,4,1.843,2,0
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:20:00,8,1.531,1,1
a9c80613e078e07e173dadbaacfeceff,6,29-Jul-2007 12:20:06,4,2.8549999999999995,1,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:37:03,4,0.24400000000000002,-1,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:37:13,8,3.92,-1,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:37:19,6,1.9949999999999999,-1,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:37:27,6,3.135,-1,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:37:33,4,2.182,-1,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:37:45,8,7.012,-1,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:37:53,4,4.449000000000001,2,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:37:59,6,2.2800000000000002,1,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:05,4,2.206,1,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:10,6,1.805,2,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:15,4,0.881,2,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:20,6,1.358,2,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:24,4,1.1760000000000002,2,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:29,4,0.979,2,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:33,4,0.8430000000000001,2,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:37,4,0.553,2,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:42,8,1.069,2,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:47,4,1.72,1,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:53,6,1.9049999999999998,2,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:38:58,4,1.163,2,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:39:03,8,0.8610000000000001,1,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:39:07,6,0,2,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:39:11,4,0.467,2,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:39:17,8,1.9989999999999999,2,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:39:21,6,0.48800000000000004,1,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:39:26,4,0.7899999999999999,1,1
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:39:30,4,0.977,2,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:39:36,8,1.4529999999999998,1,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:39:40,4,0.988,2,0
e6f6e7d04b197175cebc1df2cd7177f9,9,29-Jul-2007 14:39:45,8,0.17500000000000002,2,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:32:24,4,2.782,-1,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:32:29,6,0.8510000000000001,-1,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:32:34,6,0.804,2,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:32:38,4,0.743,1,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:32:44,8,1.179,2,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:32:48,6,0.8750000000000001,2,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:32:54,6,1.655,2,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:32:58,6,0.512,1,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:33:03,6,1.1660000000000001,1,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:33:13,8,4.836,2,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:33:18,8,1.167,1,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:33:25,4,3.4339999999999997,2,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:33:30,8,0.7849999999999999,2,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:33:35,8,0.65,1,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:33:40,6,0.494,1,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:33:45,8,0.657,2,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:33:49,8,0.42400000000000004,1,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:33:55,8,0.911,1,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:00,6,1.7449999999999999,2,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:06,8,0.973,1,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:10,4,0.992,2,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:15,8,0.42400000000000004,1,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:20,6,1.295,2,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:25,6,0.594,1,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:29,6,0.493,2,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:34,8,0.602,1,1
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:39,6,1.2069999999999999,1,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:45,8,1.177,2,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:50,8,0.746,1,0
d30cce51da6cb6d756161520a5f94391,9,29-Jul-2007 15:34:56,8,1.625,1,0
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:58:22,6,2.649,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:58:28,4,2.237,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:58:33,6,0.7879999999999999,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:58:37,4,0.47500000000000003,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:58:42,8,1.318,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:58:46,4,0.518,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:58:51,6,0.9530000000000001,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:58:55,4,0.9580000000000001,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:00,6,0.966,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:06,8,1.869,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:11,6,0.698,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:16,8,0.275,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:20,6,0.458,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:25,8,0.23,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:29,6,0.382,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:34,8,0.43500000000000005,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:39,6,1.2229999999999999,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:44,8,0.259,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:48,6,0.24900000000000003,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:51,4,0,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 15:59:55,6,0.226,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 16:00:00,8,0.24300000000000002,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 16:00:05,4,1.61,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 16:00:09,6,0.42900000000000005,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 16:00:14,8,0.324,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 16:00:18,4,0.381,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 16:00:22,8,0,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 16:00:26,6,0.34199999999999997,1,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 16:00:30,4,0.21200000000000002,2,1
fbc8dc31bf5ae91da3eb974b2519b555,3,29-Jul-2007 16:00:34,8,0.24800000000000003,2,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:52:53,8,3.4859999999999998,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:53:04,8,5.623999999999999,2,0
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:53:08,6,0.743,2,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:53:14,6,2.217,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:53:19,8,0.539,1,0
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:53:23,6,0.394,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:53:28,6,0.717,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:53:33,8,0.62,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:53:38,4,1.2289999999999999,2,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:53:43,8,0.7959999999999999,1,0
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:53:51,6,4.297,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:54:05,8,9.58,2,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:54:11,8,2.1519999999999997,1,0
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:54:16,4,1.381,2,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:54:21,8,0.457,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:54:25,4,0.8500000000000001,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:54:30,6,0.452,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:54:34,8,0.536,2,0
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:54:39,8,0.552,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:54:45,4,1.866,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:54:53,4,5.127999999999999,2,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:54:58,6,0.905,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:55:02,4,0.779,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:55:07,8,0.325,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:55:13,8,2.3049999999999997,1,0
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:55:17,4,0.755,2,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:55:22,8,0.21700000000000003,2,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:55:30,6,3.913,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:55:34,8,0.21200000000000002,1,1
2f7aa069220ac3eddbd33ba39ad7fc9b,9,29-Jul-2007 12:55:38,4,0.746,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:01:54,4,4.811999999999999,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:00,6,2.097,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:04,4,0.9530000000000001,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:11,4,3.199,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:17,8,1.3940000000000001,2,0
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:22,6,1.258,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:27,8,0.916,2,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:33,4,2.381,1,0
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:37,6,0.557,2,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:42,8,0.6819999999999999,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:47,6,0.736,1,0
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:51,4,0.6769999999999999,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:02:59,4,4.887,2,0
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:03:04,8,0.44,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:03:11,8,2.9,1,0
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:03:16,8,0.28200000000000003,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:03:21,8,0.314,2,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:03:27,6,2.967,1,0
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:03:33,8,1.042,2,0
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:03:37,4,0.9410000000000001,2,0
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:03:42,6,0.998,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:03:47,4,1.677,2,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:03:52,4,1.718,2,0
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:03:57,8,0.507,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:04:02,6,1.263,2,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:04:07,8,0.29600000000000004,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:04:12,4,1.647,2,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:04:17,4,2.108,2,0
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:04:22,8,0.594,1,1
96a6e0d7f36c8dbc786fd7ab3c4d8aea,6,29-Jul-2007 15:04:27,4,1.621,1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:28:35,8,6.75,-1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:28:43,8,2.8909999999999996,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:28:50,6,2.983,1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:28:54,6,0.713,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:29:03,8,3.8299999999999996,1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:29:08,6,1.49,-1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:29:14,6,2.1630000000000003,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:29:19,8,0.504,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:29:25,4,2.389,1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:29:35,8,4.506,-1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:29:44,6,5.266,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:29:52,8,3.502,1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:02,8,5.861999999999999,2,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:07,4,1.498,1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:13,8,1.675,2,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:16,4,0.401,2,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:21,6,0.41700000000000004,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:25,8,0.14100000000000001,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:31,8,1.9029999999999998,2,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:37,4,2.164,2,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:41,4,0.8350000000000001,1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:45,6,0.29400000000000004,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:50,4,1.842,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:30:57,8,2.549,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:31:11,8,9.468,2,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:31:15,4,0.198,1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:31:20,8,0.984,1,0
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:31:25,6,0.96,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:31:30,8,0.26,1,1
586fdbb869e4d2c48a04c66bf022372a,9,29-Jul-2007 11:31:34,4,0.917,2,0
a0c482053216be44161a7ff0517ae89c,3,29-Jul-2007 12:00:15,4,37.028000000000006,1,1
a0c482053216be44161a7ff0517ae89c,3,29-Jul-2007 12:00:21,6,1.99,2,1
a0c482053216be44161a7ff0517ae89c,3,29-Jul-2007 12:00:27,8,1.122,1,1
a0c482053216be44161a7ff0517ae89c,3,29-Jul-2007 12:00:32,6,0.998,2,1
a0c482053216be44161a7ff0517ae89c,3,29-Jul-2007 12:00:37,8,1.321,2,1
a0c482053216be44161a7ff0517ae89c,3,29-Jul-2007 12:00:42,6,0.627,1,1
a0c482053216be44161a7ff0517ae89c,3,29-Jul-2007 12:00:46,4,0.557,2,1
a0c482053216be44161a7ff0517ae89c,3,29-Jul-2007 12:00:51,8,0.627,1,1
a0c482053216be44161a7ff0517ae89c,3,29-Jul-2007 12:00:55,4,0.73,1,1
a0c482053216be44161a7ff0517ae89c,3,29-Jul-2007 12:00:59,6,0.41600000000000004,2,1
