subid,n.tokens,timestamp,word.len,rt,keypress,correct
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:41:57,8,0.17400000000000002,1,1
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:02,8,0.169,1,0
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:06,8,0.359,2,0
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:10,6,0.14900000000000002,1,0
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:15,8,0.164,1,1
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:19,6,0.33999999999999997,2,1
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:24,8,0.24000000000000002,1,0
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:28,6,0.588,2,0
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:32,4,0.403,2,1
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:36,4,0.378,1,1
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:41,8,0.48300000000000004,2,1
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:45,6,0.7989999999999999,1,0
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:50,4,0.538,1,1
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:54,8,0.15800000000000003,2,1
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:42:58,6,0.24200000000000002,2,0
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:43:02,4,0.09899999999999999,1,1
31cea2b6cac67bd67a66bdd9d5a76696,900,27-Mar-2007 13:43:06,8,0.354,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:56:04,6,3.754,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:56:08,4,1.167,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:56:13,6,0.752,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:56:23,8,5.316999999999999,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:56:27,4,0.8780000000000001,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:56:34,6,2.8659999999999997,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:56:38,6,0.582,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:56:43,8,0.9,1,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:56:48,6,0.626,1,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:56:52,4,0.42500000000000004,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:56:56,6,0.98,1,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:01,4,0.9430000000000001,1,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:06,8,0.59,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:11,6,0.966,1,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:16,4,1.8820000000000001,2,0
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:23,8,2.445,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:28,6,1.448,1,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:32,4,0.551,1,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:36,6,0.562,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:41,4,0.7859999999999999,2,0
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:45,6,0.608,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:49,6,0.537,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:55,8,0.7899999999999999,1,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:57:58,4,0.537,1,0
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:58:06,6,4.005,1,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:58:13,8,2.217,2,0
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:58:17,4,0.5,2,1
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:58:23,6,2.0309999999999997,1,0
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:58:28,4,1.54,1,0
de6db609f6c688b7d7d3d1d8daa6317f,300,27-Mar-2007 13:58:33,8,0.649,2,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:42:56,6,1.083,2,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:43:01,4,0.92,1,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:43:06,8,0.627,2,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:43:11,4,1.702,1,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:43:24,8,8.984,2,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:43:28,6,0.43800000000000006,1,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:43:40,8,7.26,1,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:43:56,6,11.486,-1,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:44:02,6,1.91,2,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:44:07,8,0.501,2,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:44:11,4,1.284,2,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:44:15,4,0.59,1,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:44:21,6,1.559,2,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:44:26,8,1.084,1,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:44:36,4,6.843999999999999,2,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:44:50,6,9.968,2,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:45:50,8,55.997,1,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:45:55,4,1.1940000000000002,1,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:46:00,8,0.621,1,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:46:09,4,5.606999999999999,-1,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:46:14,4,1.232,1,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:46:19,4,1.4929999999999999,1,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:46:24,6,1.6320000000000001,2,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:46:29,8,0.6649999999999999,2,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:46:34,4,1.185,2,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:46:38,8,0.183,1,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:46:42,4,0.69,1,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:46:47,8,0.259,1,0
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:46:51,4,0.8200000000000001,2,1
ccd418ead33809a1ee2468b30f225fbc,600,27-Mar-2007 14:47:01,8,5.568,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:23:57,4,0.29200000000000004,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:03,8,1.518,1,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:07,6,0.274,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:12,8,0.272,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:16,6,0.25,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:20,4,0.36,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:24,6,0.316,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:27,4,0.233,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:31,4,0.21000000000000002,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:35,8,0.15500000000000003,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:40,8,0.223,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:44,6,0.165,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:48,4,0.24900000000000003,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:51,4,0.358,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:55,6,0.21000000000000002,1,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:24:59,6,0.21500000000000002,1,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:03,4,0.10300000000000001,1,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:07,4,0.47300000000000003,1,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:11,6,0.23800000000000002,1,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:15,8,0.20400000000000001,1,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:19,4,0.203,1,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:23,8,0.17800000000000002,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:27,6,0.21500000000000002,1,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:32,8,0.14100000000000001,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:36,6,0.228,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:40,6,0.21000000000000002,1,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:44,8,0.008,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:49,6,0.23600000000000002,2,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:52,4,0.401,1,1
25c94b1d0a6ad731086064a21e56a686,900,27-Mar-2007 16:25:56,4,0.228,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:03,6,2.8289999999999997,-1,0
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:12,4,5.266,1,0
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:17,6,0.999,1,0
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:21,4,0.404,1,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:25,6,0.364,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:29,4,0.353,1,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:34,8,0.966,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:39,4,1.387,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:44,8,0.344,1,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:48,4,0.8310000000000001,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:53,8,0.634,1,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:18:57,4,0.47800000000000004,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:00,4,0.584,1,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:06,8,1.133,1,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:11,4,1.596,1,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:16,8,0.377,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:19,4,0.395,1,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:23,6,0.348,2,0
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:27,4,0.5720000000000001,1,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:33,8,1.352,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:37,4,0.8470000000000001,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:42,6,0.401,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:47,8,1.181,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:51,6,0.17,1,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:54,4,0,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:19:59,6,0.455,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:20:03,8,0.259,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:20:08,6,0.545,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:20:12,6,0.306,2,1
b78818290edb8fbd5b5bf63fd1e7186b,1200,06-Apr-2007 16:20:18,8,1.9069999999999998,2,0
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:15:30,8,2.2680000000000002,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:15:36,8,1.584,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:15:40,4,1.066,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:15:46,8,0.7909999999999999,1,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:15:50,6,0.7839999999999999,1,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:15:55,8,0.463,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:15:59,6,0.496,1,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:04,8,0.448,1,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:09,6,1.021,1,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:14,8,0.43200000000000005,1,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:19,4,1.9449999999999998,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:25,6,1.9709999999999999,1,0
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:29,4,0.458,1,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:34,8,0.375,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:39,6,1.273,1,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:43,4,0.8150000000000001,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:48,6,0.631,1,0
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:52,6,0.613,1,0
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:16:56,4,0.639,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:17:01,8,0.274,1,0
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:17:06,4,1.764,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:17:11,8,0.972,1,0
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:17:16,8,0.182,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:17:20,4,1.395,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:17:26,6,1.594,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:17:30,6,0.738,2,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:17:35,6,0.994,2,0
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:17:41,4,1.99,1,0
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:17:45,4,0.902,1,1
ccd2185e1d8fbade9b271011c0eee4e4,300,17-Apr-2007 11:17:51,4,2.194,2,0
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:39:35,6,11.566,2,0
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:39:41,6,2.7680000000000002,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:39:47,8,0.918,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:39:52,8,1.332,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:39:56,4,0.6829999999999999,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:40:00,4,0.602,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:40:07,4,2.993,2,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:40:11,6,0.809,2,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:40:17,8,1.267,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:40:22,4,1.224,1,0
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:40:26,4,0.731,2,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:40:31,8,1.087,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:40:35,4,0.542,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:40:48,6,8.867,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:40:53,8,0.5720000000000001,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:40:58,8,1.464,2,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:41:04,6,1.6800000000000002,2,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:41:09,4,1.486,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:41:15,6,2.6830000000000003,1,0
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:41:19,4,0.693,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:41:26,8,1.751,1,0
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:41:31,8,1.1620000000000001,2,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:41:38,4,3.675,2,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:41:43,8,0.698,2,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:41:51,4,4.6579999999999995,2,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:41:56,6,0.542,2,0
