subid,n.tokens,timestamp,word.len,rt,keypress,correct
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:42:00,4,0.756,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:42:05,8,0.746,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:42:10,4,1.872,1,1
ed2f0b8c21ade237dc131c9af002474a,600,17-Apr-2007 11:42:14,4,1.025,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:06:25,6,3.684,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:06:32,4,3.3739999999999997,2,0
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:06:37,8,0.8590000000000001,2,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:06:42,6,1.095,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:06:47,4,1.341,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:06:52,8,0.326,2,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:06:56,6,0.734,2,0
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:00,4,0.48000000000000004,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:04,6,0.609,2,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:08,4,0.596,2,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:13,6,0.8350000000000001,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:18,6,0.504,2,0
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:22,8,0.27,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:27,4,1.43,2,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:33,6,1.73,2,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:38,8,1.096,1,0
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:42,4,0.28300000000000003,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:46,6,0.314,2,0
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:50,4,0.33599999999999997,2,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:54,8,0.25,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:07:59,6,1.335,2,0
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:08:04,8,0.589,2,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:08:08,4,0.695,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:08:13,6,1.264,2,0
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:08:18,6,0.466,2,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:08:23,8,0.39,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:08:27,8,0.40900000000000003,1,1
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:08:32,6,0.977,1,0
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:08:37,6,0.7829999999999999,1,0
2ec94a477c287632d3eda700188f794e,900,17-Apr-2007 12:08:40,4,0.305,1,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:23:40,4,4.465,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:23:48,6,3.754,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:23:53,8,0.976,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:23:58,6,1.4629999999999999,1,0
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:04,8,0.8500000000000001,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:09,6,1.4889999999999999,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:14,8,0.617,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:18,4,0.8590000000000001,1,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:23,6,0.536,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:27,4,0.882,1,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:31,6,0.588,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:35,4,0.318,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:40,6,0.705,1,0
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:44,6,0.447,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:49,8,0.41400000000000003,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:53,6,0.581,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:24:57,4,0.6719999999999999,1,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:02,8,0.20900000000000002,2,0
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:07,8,1.061,1,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:12,6,0.263,1,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:15,4,0.589,1,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:20,6,0.495,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:24,4,0.8670000000000001,1,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:29,6,0.718,1,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:33,6,0.721,1,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:39,4,2.3209999999999997,2,0
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:44,8,0.528,1,0
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:48,6,0.48200000000000004,2,1
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:52,6,0.346,1,0
7673cac6a31d8cadcbe9b89175fe23b8,300,17-Apr-2007 12:25:58,8,1.285,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:07:19,4,1.2469999999999999,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:07:24,6,1.551,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:07:28,6,0.462,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:07:33,6,0.377,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:07:37,4,0.621,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:07:45,4,5.111999999999999,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:07:53,4,4.5969999999999995,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:07:57,6,0.2,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:02,6,0.531,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:07,8,0.754,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:11,6,0.311,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:16,4,1.746,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:20,4,0.6829999999999999,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:24,8,0.171,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:30,4,2.159,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:34,6,0.24600000000000002,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:39,4,1.7009999999999998,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:43,6,0.127,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:47,8,0.061,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:52,4,1.631,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:08:57,6,0.187,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:09:01,8,0.224,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:09:05,6,0.115,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:09:10,8,0.101,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:09:18,8,3.751,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:09:23,4,1.523,1,0
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:09:26,4,0.396,1,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:09:30,6,0.079,2,1
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:09:37,8,2.3099999999999996,1,0
4fd9418e112fd7f3d84ce7623c69c113,600,17-Apr-2007 13:09:41,6,0.139,1,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:02:09,6,2.5549999999999997,-1,0
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:02:14,4,1.206,1,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:02:18,6,0.8400000000000001,1,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:02:23,8,0.40900000000000003,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:02:28,8,0.42000000000000004,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:02:32,6,0.303,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:02:37,8,0.42200000000000004,1,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:02:44,8,2.752,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:02:49,8,0.6699999999999999,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:02:53,4,0.608,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:02:57,6,0.28400000000000003,1,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:03:02,6,0.755,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:03:07,8,0.5690000000000001,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:03:13,6,2.277,1,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:03:18,8,0.8360000000000001,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:03:26,4,4.469,1,0
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:03:32,8,1.4649999999999999,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:03:37,8,0.28400000000000003,1,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:03:41,8,0.492,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:03:46,6,0.47700000000000004,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:03:51,4,1.416,1,0
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:03:56,8,0.609,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:04:00,6,0.396,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:04:06,8,1.597,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:04:11,6,1.187,1,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:04:15,4,0.47000000000000003,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:04:19,8,0.256,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:04:24,8,0.7929999999999999,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:04:29,6,0.41900000000000004,2,1
7b7e9212426f6766e4f7074b65c00227,900,17-Apr-2007 14:04:34,8,1.097,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:40:43,8,2.22,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:40:49,8,1.649,1,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:40:56,4,3.803,2,0
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:01,6,1.005,1,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:07,6,2.028,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:12,8,1.008,1,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:16,4,0.931,1,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:22,8,0.907,1,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:27,6,1.2369999999999999,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:31,6,0.724,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:36,4,1.622,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:42,8,1.639,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:48,4,2.25,1,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:53,6,1.05,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:41:58,6,1.28,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:03,8,0.718,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:08,6,1.101,1,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:12,6,0.6699999999999999,1,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:18,6,1.6760000000000002,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:25,4,3.772,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:30,4,1.714,1,0
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:35,8,0.729,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:40,6,0.714,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:44,4,0.898,1,0
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:49,6,0.543,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:53,6,0.602,1,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:42:58,8,0.748,2,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:43:04,4,2.026,1,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:43:09,8,0.613,1,1
8a9dd9511672e4c401b964cc400da9b3,1200,17-Apr-2007 14:43:14,4,1.841,1,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:15:11,6,5.183,1,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:15:16,6,0.96,1,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:15:21,4,2.205,2,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:15:26,6,1.1280000000000001,2,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:15:33,8,1.9749999999999999,1,0
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:15:38,8,0.989,1,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:15:43,6,0.924,1,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:15:47,4,0.7959999999999999,1,0
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:15:51,4,0.649,2,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:15:56,8,0.998,2,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:00,4,0.585,1,0
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:05,6,0.544,2,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:10,4,1.7249999999999999,1,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:14,4,0.494,1,0
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:18,4,0.613,1,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:23,8,0.639,2,0
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:27,4,0.5770000000000001,1,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:34,8,2.303,2,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:38,6,0.609,1,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:43,8,0.904,1,0
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:49,6,1.6260000000000001,2,0
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:53,4,0.46,2,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:16:57,6,0.546,1,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:17:02,6,0.812,1,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:17:06,4,1.013,1,0
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:17:11,4,1.704,1,0
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:17:16,8,0.498,2,1
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:17:21,4,2.041,1,0
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:17:26,6,0.695,1,0
2f2fda3e23c661fe2abd77f09443b131,300,17-Apr-2007 15:17:31,8,0.726,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:07:53,4,9.585,2,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:00,8,2.3699999999999997,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:05,6,1.029,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:09,4,0.742,2,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:17,6,4.175,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:22,4,0.902,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:27,6,1.824,1,0
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:32,6,0.389,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:36,8,0.401,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:40,4,0.644,2,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:45,6,0.7,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:50,8,0.28300000000000003,2,0
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:53,4,0.448,2,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:08:58,6,0.56,2,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:02,4,0.225,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:06,8,0.134,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:10,6,0.188,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:16,8,1.7369999999999999,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:20,4,0.281,2,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:24,6,0.128,2,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:28,6,0.326,1,0
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:33,8,0.264,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:37,8,0.272,2,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:42,6,0.31,2,0
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:46,6,0.21400000000000002,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:50,4,0.9,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:54,6,0.28700000000000003,1,0
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:09:59,8,0.232,1,1
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:10:03,6,0.525,1,0
e1903b43e5f20523450e2962c039a7e8,900,02-May-2007 11:10:15,8,7.42,2,0
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:55:32,4,2.3979999999999997,1,0
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:55:40,6,3.658,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:55:45,4,1.9309999999999998,2,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:55:50,6,1.054,2,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:55:55,6,0.754,2,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:55:59,4,0.905,2,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:03,4,0.6649999999999999,2,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:10,8,2.691,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:14,6,0.5740000000000001,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:20,8,0.962,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:26,4,3,2,0
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:31,8,0.555,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:36,6,0.701,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:41,6,1.368,2,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:46,8,0.405,1,0
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:49,4,0.561,1,0
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:54,6,0.8670000000000001,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:56:59,6,0.992,1,0
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:04,4,1.414,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:09,8,1.014,2,0
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:14,4,1.604,1,0
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:18,4,0.9510000000000001,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:24,8,1.118,2,0
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:29,4,1.714,2,0
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:34,4,1.498,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:39,8,0.736,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:44,8,0.696,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:50,6,1.603,1,1
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:54,4,1.4509999999999998,2,0
a78b33eaea31b09e6b8b30f430e84541,600,19-May-2007 13:57:59,6,0.914,2,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:54:32,4,3.4139999999999997,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:54:37,6,1.322,2,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:54:43,8,1.251,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:54:47,6,0.703,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:54:53,8,0.8700000000000001,2,0
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:54:57,4,0.751,2,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:01,4,0.931,1,0
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:05,6,0.607,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:09,4,0.548,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:17,6,3.3979999999999997,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:24,8,2.738,2,0
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:28,4,0.698,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:35,8,2.4949999999999997,1,0
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:39,6,0.328,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:43,6,0.511,1,0
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:48,8,0.771,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:53,6,0.47700000000000004,1,0
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:55:59,8,2.181,2,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:56:05,4,2.282,1,0
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:56:09,6,0.5770000000000001,1,0
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:56:15,8,1.187,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:56:23,6,4.611999999999999,2,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:56:30,8,1.9449999999999998,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:56:37,6,3.082,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:56:42,4,1.546,1,0
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:56:46,8,0.447,2,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:56:54,6,3.9149999999999996,2,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:56:59,6,1.131,2,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:57:04,8,0.6799999999999999,1,1
6c317b1d39a63890d93b280125c2bdd8,100,19-May-2007 14:57:10,4,2.522,2,1
4aa856d6fc9849c46d1182dd638c3b5e,100,19-May-2007 15:04:46,4,2.561,-1,0
4aa856d6fc9849c46d1182dd638c3b5e,100,19-May-2007 15:05:00,8,10.097,2,0
4aa856d6fc9849c46d1182dd638c3b5e,100,19-May-2007 15:05:06,6,1.579,2,1
4aa856d6fc9849c46d1182dd638c3b5e,100,19-May-2007 15:05:12,8,2.168,1,1
4aa856d6fc9849c46d1182dd638c3b5e,100,19-May-2007 15:05:17,6,1.07,1,1
4aa856d6fc9849c46d1182dd638c3b5e,100,19-May-2007 15:05:22,8,0.7909999999999999,1,1
4aa856d6fc9849c46d1182dd638c3b5e,100,19-May-2007 15:05:28,8,0.899,1,1
4aa856d6fc9849c46d1182dd638c3b5e,100,19-May-2007 15:05:32,6,0.8460000000000001,1,1
